,0
25782,domin factor
25783,domin factor determin
25784,domin financi
25785,domin financi market
25786,domin financi sector
25787,domin instead
25788,domin instead aggreg
25789,domin intern
25790,domin intern financi
25791,domin last
25792,domin last decad
25793,domin local
25794,domin local oper
25795,domin matur
25796,domin matur month
25797,domin polici
25798,domin polici think
25799,domin stronger
25800,domin stronger increas
25801,domin system
25802,domin system though
25803,domin theori
25804,domin theori general
25805,domino
25806,domino effect
25807,domino effect caus
25808,done
25809,done anoth
25810,done anoth case
25811,done away
25812,done away articl
25813,done b
25814,done b evalu
25815,done becaus
25816,done becaus obvious
25817,done countri
25818,done countri separ
25819,done ensur
25820,done ensur regular
25821,done far
25822,done far bank
25823,done howev
25824,done howev extens
25825,done larg
25826,done larg resourc
25827,done learn
25828,done learn approach
25829,done main
25830,done main object
25831,done much
25832,done much better
25833,done must
25834,done must systemat
25835,done nation
25836,done nation basi
25837,done next
25838,done next three
25839,done order
25840,done order regain
25841,done privat
25842,done privat sector
25843,done public
25844,done public sector
25845,done remedi
25846,done remedi situat
25847,done someth
25848,done someth like
25849,done urban
25850,done urban popul
25851,done us
25852,done us favour
25853,done ventur
25854,done ventur today
25855,done wherea
25856,done wherea doubt
25857,donor
25858,donor intermitt
25859,donor intermitt withdraw
25860,donor termin
25861,donor termin aid
25862,dont
25863,dont autom
25864,dont autom obliter
25865,dont dure
25866,dont dure becam
25867,dont know
25868,dont know deep
25869,dont know much
25870,dont think
25871,dont think answer
25872,dont think anyon
25873,dont think exig
25874,dont think give
25875,dont think yet
25876,dont understand
25877,dont understand overinvest
25878,doom
25879,doom becaus
25880,doom becaus definit
25881,doom scenario
25882,doom scenario perman
25883,door
25884,door seem
25885,door seem like
25886,dot
25887,dot last
25888,dot last upsw
25889,dotcom
25890,dotcom bubbl
25891,dotcom bubbl burst
25892,dotcom bubbl comment
25893,dotcom busi
25894,dotcom busi also
25895,doubl
25896,doubl accord
25897,doubl accord project
25898,doubl area
25899,doubl area cultiv
25900,doubl chart
25901,doubl chart mani
25902,doubl citi
25903,doubl citi size
25904,doubl digit
25905,doubl digit product
25906,doubl everi
25907,doubl everi decad
25908,doubl layer
25909,doubl layer filter
25910,doubl reach
25911,doubl reach per
25912,doubl rs
25913,doubl rs crore
25914,doubl target
25915,doubl target reserv
25916,doubl work
25917,doubl work age
25918,doubledigit
25919,doubledigit level
25920,doubledigit level end
25921,doubledigit us
25922,doubledigit us western
25923,doubleedgedsword
25924,doubleedgedsword natur
25925,doubleedgedsword natur name
25926,doubt
25927,doubt anyon
25928,doubt anyon would
25929,doubt bring
25930,doubt bring bank
25931,doubt condit
25932,doubt condit sector
25933,doubt cours
25934,doubt cours risk
25935,doubt crisi
25936,doubt crisi underlin
25937,doubt depend
25938,doubt depend appropri
25939,doubt gdp
25940,doubt gdp growth
25941,doubt howev
25942,doubt howev agricultur
25943,doubt macroeconom
25944,doubt macroeconom model
25945,doubt state
25946,doubt state retain
25947,doubtless
25948,doubtless key
25949,doubtless key econom
25950,doubtless reflect
25951,doubtless reflect pare
25952,doug
25953,doug elmendorfclear
25954,doug elmendorfclear show
25955,downshift
25956,downshift longerrun
25957,downshift longerrun trend
25958,downsid
25959,downsid risk
25960,downsid risk could
25961,downsid risk even
25962,downsid risk foreign
25963,downsid risk individu
25964,downsid risk inher
25965,downsid risk medium
25966,downsid risk one
25967,downsiz
25968,downsiz output
25969,downsiz output requir
25970,downsiz rightsiz
25971,downsiz rightsiz pain
25972,downstream
25973,downstream univers
25974,downstream univers bank
25975,downsw
25976,downsw emphasis
25977,downsw emphasis mpc
25978,downsw second
25979,downsw second best
25980,downsw system
25981,downsw system prevent
25982,downturn
25983,downturn chart
25984,downturn chart problem
25985,downturn driven
25986,downturn driven signific
25987,downturn econom
25988,downturn econom activ
25989,downturn even
25990,downturn even better
25991,downturn fair
25992,downturn fair well
25993,downturn global
25994,downturn global macroeconom
25995,downturn loan
25996,downturn loan written
25997,downturn longer
25998,downturn longer term
25999,downturn product
26000,downturn product never
26001,downturn sinc
26002,downturn sinc late
26003,downturn took
26004,downturn took messag
26005,downturn work
26006,downturn work address
26007,downward
26008,downward pressur
26009,downward pressur inflat
26010,downward revis
26011,downward revis primarili
26012,downward rigid
26013,downward rigid revenu
26014,downward trend
26015,downward trend asset
26016,downward trend particular
26017,dpm
26018,dpm lee
26019,dpm lee hsien
26020,dr
26021,dr rangarajan
26022,dr rangarajan committe
26023,dr reddi
26024,dr reddi among
26025,draft
26026,draft amend
26027,draft amend bank
26028,draft guidelin
26029,draft guidelin wider
26030,draft guidelin would
26031,draft joint
26032,draft joint decre
26033,draft law
26034,draft law import
26035,draft legisl
26036,draft legisl cover
26037,draft process
26038,draft process essenti
26039,drag
26040,drag econom
26041,drag econom activ
26042,drain
26043,drain excess
26044,drain excess ie
26045,drain market
26046,drain market hmg
26047,drain market market
26048,drain public
26049,drain public purs
26050,dramat
26051,dramat chang
26052,dramat chang set
26053,dramat earlier
26054,dramat earlier factor
26055,dramat euro
26056,dramat euro area
26057,dramat lower
26058,dramat lower inflat
26059,dramat move
26060,dramat move toward
26061,dramat ongo
26062,dramat ongo chang
26063,dramat shift
26064,dramat shift approach
26065,dramat shift introduc
26066,dramat shift still
26067,dramat surg
26068,dramat surg capit
26069,dramat transform
26070,dramat transform past
26071,drastic
26072,drastic percent
26073,drastic percent current
26074,drastic perman
26075,drastic perman affect
26076,drastic reduct
26077,drastic reduct npa
26078,drastic revis
26079,drastic revis manner
26080,draw
26081,draw appropri
26082,draw appropri perspect
26083,draw attent
26084,draw attent bank
26085,draw cds
26086,draw cds spread
26087,draw centuri
26088,draw centuri experi
26089,draw conclus
26090,draw conclus data
26091,draw discount
26092,draw discount window
26093,draw engag
26094,draw engag mani
26095,draw lesson
26096,draw lesson whether
26097,draw liber
26098,draw liber two
26099,draw new
26100,draw new bankspecif
26101,draw seven
26102,draw seven lesson
26103,draw upon
26104,draw upon innat
26105,draw upon introduct
26106,draw way
26107,draw way dwf
26108,drawback
26109,drawback first
26110,drawback first introduc
26111,drawn
26112,drawn automat
26113,drawn automat loss
26114,drawn deeper
26115,drawn deeper financi
26116,drawn depend
26117,drawn depend perceiv
26118,drawn downsw
26119,drawn downsw second
26120,drawn experi
26121,drawn experi last
26122,drawn rang
26123,drawn rang model
26124,drawn reserv
26125,drawn reserv bank
26126,drawn toward
26127,drawn toward resolv
26128,dream
26129,dream bric
26130,dream bric path
26131,dri
26132,dri contribut
26133,dri contribut earli
26134,dri fell
26135,dri fell less
26136,dri liquid
26137,dri liquid market
26138,drift
26139,drift back
26140,drift back network
26141,drink
26142,drink water
26143,drink water within
26144,drive
26145,drive capit
26146,drive capit flow
26147,drive declin
26148,drive declin labour
26149,drive entrepreneurship
26150,drive entrepreneurship peopl
26151,drive forc
26152,drive forc behind
26153,drive forc develop
26154,drive scientif
26155,drive scientif measur
26156,drive undertaken
26157,drive undertaken widen
26158,drive whether
26159,drive whether insur
26160,driven
26161,driven consolid
26162,driven consolid •
26163,driven ict
26164,driven ict studi
26165,driven massiv
26166,driven massiv crossbord
26167,driven posit
26168,driven posit cyclic
26169,driven primari
26170,driven primari product
26171,driven sever
26172,driven sever forc
26173,driven shock
26174,driven shock various
26175,driven signific
26176,driven signific drop
26177,driven signific reduct
26178,driven technolog
26179,driven technolog improv
26180,driven temporari
26181,driven temporari shock
26182,driver
26183,driver chang
26184,driver chang rural
26185,driver growth
26186,driver growth bank
26187,drop
26188,drop low
26189,drop low percent
26190,drop rate
26191,drop rate primari
26192,drop real
26193,drop real gross
26194,drop us
26195,drop us stock
26196,drop worker
26197,drop worker remitt
26198,drought
26199,drought mid
26200,drought mid sever
26201,drug
26202,drug diagnost
26203,drug diagnost less
26204,drug trade
26205,drug trade gambl
26206,dsge
26207,dsge model
26208,dsge model economist
26209,duc
26210,duc tio
26211,duc tio n
26212,due
26213,due addit
26214,due addit new
26215,due along
26216,due along emerg
26217,due continu
26218,due continu strength
26219,due cours
26220,due cours establish
26221,due cours number
26222,due da
26223,due da ta
26224,due data
26225,due data limit
26226,due doubl
26227,due doubl digit
26228,due enlarg
26229,due enlarg exist
26230,due entrust
26231,due entrust execut
26232,due extraordinari
26233,due extraordinari circumst
26234,due far
26235,due far excess
26236,due flexibl
26237,due flexibl immigr
26238,due forc
26239,due forc globalis
26240,due fundament
26241,due fundament structur
26242,due generalis
26243,due generalis full
26244,due harden
26245,due harden oil
26246,due identif
26247,due identif npas
26248,due impact
26249,due impact lower
26250,due inher
26251,due inher lower
26252,due integr
26253,due integr oper
26254,due intro
26255,due intro duc
26256,due invest
26257,due invest combin
26258,due lack
26259,due lack access
26260,due nuclear
26261,due nuclear explos
26262,due overal
26263,due overal soften
26264,due previous
26265,due previous oil
26266,due regard
26267,due regard interest
26268,due renew
26269,due renew export
26270,due switch
26271,due switch growth
26272,due technic
26273,due technic problem
26274,dull
26275,dull perform
26276,dull perform dure
26277,durabl
26278,durabl demand
26279,durabl demand educ
26280,durabl good
26281,durabl good turn
26282,durabl ii
26283,durabl ii consum
26284,durabl pickup
26285,durabl pickup us
26286,durabl recoveri
26287,durabl recoveri rapid
26288,durat
26289,durat recess
26290,durat recess bring
26291,dure
26292,dure administr
26293,dure administr presid
